City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Veliki Crljeni,44.4675,20.2844,41.04,87,29,4.94,RS,1636498523
Salalah,17.0151,54.0924,77.22,47,18,2.55,OM,1636498524
Namatanai,-3.6667,152.4333,85.21,67,97,11.39,PG,1636498524
Ossora,59.2353,163.0719,13.01,82,57,4.76,RU,1636498525
Fortuna,40.5982,-124.1573,59.18,69,90,1.99,US,1636498526
Aborlan,9.4352,118.5492,80.4,87,100,6.53,PH,1636498527
Villarrobledo,39.2699,-2.6012,46.78,68,0,9.04,ES,1636498527
Zhigansk,66.7697,123.3711,18.48,95,100,10.83,RU,1636498528
Aklavik,68.2191,-135.0107,16.52,97,95,5.03,CA,1636498529
Indramayu,-6.3264,108.32,81.9,70,100,1.59,ID,1636498529
Ambilobe,-13.2,49.05,75.11,85,13,3.71,MG,1636498530
Mbanza-Ngungu,-5.25,14.8667,69.6,92,100,3.02,CD,1636498531
Talaya,61.3833,152.75,-11.29,84,3,2.01,RU,1636498531
Vao,-22.6667,167.4833,73.8,80,100,2.84,NC,1636498532
Banamba,13.55,-7.45,81.63,21,43,8.61,ML,1636498533
Tevriz,57.509,72.4042,32.05,97,100,8.7,RU,1636498533
Along,28.1667,94.7667,54.0,65,2,1.72,IN,1636498534
Longyan,25.1072,117.0225,47.73,60,56,3.47,CN,1636498534
Laas,46.6166,10.7002,36.63,73,82,1.74,IT,1636498535
Ramos Arizpe,25.55,-100.9667,78.84,45,90,6.71,MX,1636498536
Jumla,29.2747,82.1838,41.76,35,0,5.03,NP,1636498536
Seryshevo,51.0933,128.3786,22.06,95,100,9.82,RU,1636498537
Yellowknife,62.456,-114.3525,25.41,99,90,9.22,CA,1636498537
Bandarbeyla,9.4942,50.8122,78.55,77,29,15.7,SO,1636498538
Ngunguru,-35.6167,174.5,65.97,67,99,8.21,NZ,1636498539
Krutaya Gorka,55.3649,73.2231,33.48,61,96,14.34,RU,1636498540
Acapulco de Juárez,16.8634,-99.8901,82.53,77,44,7.61,MX,1636498540
Port Shepstone,-30.7414,30.455,62.06,80,7,5.12,ZA,1636498541
Comodoro Rivadavia,-45.8667,-67.5,84.06,18,0,17.27,AR,1636498541
Sakakah,29.9697,40.2064,58.57,17,0,4.99,SA,1636498542
Zheleznodorozhnyy,55.7503,38.0042,28.36,73,65,7.76,RU,1636498543
Port Lincoln,-34.7333,135.8667,56.75,54,96,19.73,AU,1636498543
Victor Harbor,-35.5667,138.6167,60.73,61,99,1.01,AU,1636498544
Jinchang,38.4953,102.1739,28.17,40,0,1.59,CN,1636498545
Ternate,0.8,127.4,81.43,80,78,4.79,ID,1636498545
Nazas,25.2333,-104.1333,80.76,18,100,3.91,MX,1636498546
Tiarei,-17.5333,-149.3333,82.42,77,50,14.94,PF,1636498546
Ahipara,-35.1667,173.1667,67.32,60,100,4.12,NZ,1636498547
Minna,9.6139,6.5569,80.31,83,0,4.61,NG,1636498548
Berkovica,44.6156,18.4294,39.51,94,84,3.4,BA,1636498548
Vanavara,60.34,102.2797,24.96,93,100,9.48,RU,1636498549
Morro Bay,35.3658,-120.8499,67.82,92,100,1.01,US,1636498549
Baghdad,33.3406,44.4009,55.31,41,0,2.3,IQ,1636498466
Muriwai Beach,-36.8167,174.45,72.95,62,97,5.66,NZ,1636498450
Todos Santos,23.45,-110.2167,85.1,77,100,11.59,MX,1636498551
Pathein,16.7833,94.7333,74.01,94,96,4.92,MM,1636498551
Afzalpur,17.2,76.35,66.11,56,96,6.73,IN,1636498552
Kuala Lipis,4.1842,102.0468,74.32,98,100,0.81,MY,1636498553
Akureyri,65.6835,-18.0878,30.13,100,90,0.0,IS,1636498553
Tessalit,20.1986,1.0114,66.85,15,98,9.42,ML,1636498554
Pedernales,18.0384,-71.744,80.19,76,34,4.38,DO,1636498554
Ituporanga,-27.4144,-49.6025,62.53,92,46,4.03,BR,1636498555
Departamento de Maldonado,-34.6667,-54.9167,61.99,91,11,6.71,UY,1636498556
Saint-Augustin,51.226,-58.6502,43.48,97,100,12.19,CA,1636498557
Kendari,-3.945,122.4989,78.71,90,100,1.97,ID,1636498557
Niquero,20.0431,-77.5828,77.05,82,95,16.82,CU,1636498558
Sri Aman,1.2376,111.4621,75.25,100,99,0.0,MY,1636498559
Gashua,12.871,11.0482,81.59,16,0,8.61,NG,1636498559
Etah,27.6333,78.6667,65.34,47,2,4.52,IN,1636498560
Solano,38.2333,-121.9511,65.71,75,90,6.91,US,1636498560
Angoche,-16.2325,39.9086,78.62,78,4,12.17,MZ,1636498561
Camacha,33.0833,-16.3333,66.96,60,40,2.3,PT,1636498562
La Ronge,55.1001,-105.2842,26.85,74,75,4.61,CA,1636498563
Bentiu,9.2333,29.8333,79.27,63,100,7.38,SS,1636498456
Shakawe,-18.3667,21.85,75.79,50,28,6.82,BW,1636498564
Kumul,42.8,93.45,25.23,56,0,5.17,CN,1636498565
Bathsheba,13.2167,-59.5167,81.21,69,20,13.8,BB,1636498565
Moundsville,39.9203,-80.7431,59.74,75,99,4.41,US,1636498566
Tiznit Province,29.5833,-9.5,55.13,59,0,0.81,MA,1636498567
Coyhaique,-45.5752,-72.0662,71.55,33,20,8.05,CL,1636498567
Sédhiou,12.7081,-15.5569,78.93,53,35,4.97,SN,1636498456
Xuchang,34.0167,113.8167,49.08,46,0,9.51,CN,1636498569
Denpasar,-8.65,115.2167,80.26,83,20,1.14,ID,1636498303
Lampa,-33.2833,-70.9,72.43,43,0,16.11,CL,1636498569
Ryōtsu-minato,38.0833,138.4333,51.76,78,90,16.2,JP,1636498570
Ilulissat,69.2167,-51.1,-6.97,73,8,7.43,GL,1636498571
Kapuskasing,49.4169,-82.4331,42.89,52,20,8.05,CA,1636498571
Muhafazat Lahij,13.1667,44.5833,74.1,68,62,3.24,YE,1636498572
Laguna,38.421,-121.4238,63.46,80,90,1.01,US,1636498572
Sittwe,20.15,92.9,76.78,85,20,5.23,MM,1636498573
Morant Bay,17.8815,-76.4093,85.62,84,78,10.65,JM,1636498574
Øksfjord,70.2396,22.3479,28.47,85,93,8.95,NO,1636498574
Inhambane,-23.865,35.3833,73.56,79,91,15.7,MZ,1636498575
Severo-Kuril'sk,50.6789,156.125,37.96,73,100,9.53,RU,1636498575
Saquarema,-22.92,-42.5103,68.02,89,100,8.63,BR,1636498576
Grindavik,63.8424,-22.4338,37.87,87,75,13.8,IS,1636498577
Berlevåg,70.8578,29.0864,26.56,81,100,16.98,NO,1636498577
Maceió,-9.6658,-35.7353,80.04,89,40,5.75,BR,1636498578
Portalegre,39.2938,-7.4312,49.5,62,0,4.5,PT,1636498578
Cernay,47.8097,7.177,40.73,83,96,2.8,FR,1636498579
Conceição da Barra,-18.5933,-39.7322,75.67,86,100,5.57,BR,1636498580
Narsaq,60.9167,-46.05,6.19,74,3,5.79,GL,1636498581
Konyshevka,51.8418,35.2941,26.28,71,19,10.11,RU,1636498582
Kutum,14.2,24.6667,72.21,25,13,2.59,SD,1636498583
Sorrento,40.626,14.3744,67.08,43,100,11.88,IT,1636498583
Machilipatnam,16.1667,81.1333,73.47,77,97,9.17,IN,1636498584
Baiyin,36.5583,104.2081,14.88,34,0,2.28,CN,1636498584
Mehrān,33.1222,46.1646,58.48,25,1,3.56,IR,1636498585
Norrtälje,59.758,18.705,47.43,95,100,10.69,SE,1636498586
Banugao,14.7333,121.6333,84.49,91,100,8.7,PH,1636498586
Synya,65.3718,58.0387,8.55,98,76,3.89,RU,1636498587
Itarema,-2.9248,-39.9167,79.66,77,22,15.59,BR,1636498588
Yekaterinovka,52.0508,44.3451,30.97,83,91,15.82,RU,1636498588
Porto-Novo,6.4965,2.6036,84.02,81,90,7.2,BJ,1636498589
Pemba,-12.974,40.5178,79.5,94,20,7.0,MZ,1636498589
Bobo-Dioulasso,11.1771,-4.2979,84.65,58,0,4.61,BF,1636498508
Pangody,65.85,74.4859,12.4,88,100,10.92,RU,1636498590
Havøysund,70.9963,24.6622,27.48,81,92,7.47,NO,1636498591
Natal,-5.795,-35.2094,81.25,78,40,11.5,BR,1636498592
Beyneu,45.3167,55.2,46.09,45,99,13.24,KZ,1636498592
Deputatsky,69.3,139.9,-1.5,92,100,1.72,RU,1636498593
Kamenka,51.3223,42.7678,32.16,80,96,15.46,RU,1636498594
Channel-Port aux Basques,47.5702,-59.1367,49.69,85,48,21.81,CA,1636498594
Bilibino,68.0546,166.4372,5.25,97,100,1.1,RU,1636498595
Yanji,42.9075,129.5078,27.1,59,83,9.17,CN,1636498595
Greenwood,34.1668,-82.1165,68.16,56,1,0.0,US,1636498522
Nome,64.5011,-165.4064,9.84,93,76,6.29,US,1636498424
San Francisco,37.7749,-122.4194,66.51,87,75,1.99,US,1636498200
The Valley,18.217,-63.0578,82.26,78,20,4.61,AI,1636498597
Zyryanka,65.75,150.85,-11.92,92,13,8.05,RU,1636498598
Pontianak,-0.0333,109.3333,76.98,94,40,5.75,ID,1636498598
Norman Wells,65.282,-126.8329,15.84,79,75,19.57,CA,1636498599
Waddān,29.1614,16.139,68.43,35,67,12.91,LY,1636498599
Saint-Pierre,-21.3393,55.4781,73.08,66,0,4.61,RE,1636498600
Muskegon,43.3,-86.1334,53.26,51,1,0.0,US,1636498601
DeKalb County,33.7504,-84.2333,68.04,55,44,3.15,US,1636498601
Estepa,37.2926,-4.879,49.89,61,3,5.26,ES,1636498602
Buraidah,26.326,43.975,64.85,28,5,6.46,SA,1636498602
Remanso,-9.6179,-42.0831,80.94,64,92,1.86,BR,1636498603
Qaqortoq,60.7167,-46.0333,8.46,79,4,4.94,GL,1636498604
Santa Maria,-29.6842,-53.8069,74.5,43,0,6.91,BR,1636498605
Sola,-13.8833,167.55,84.87,79,75,4.61,VU,1636498605
Husavik,66.0449,-17.3389,30.11,99,100,6.55,IS,1636498606
Mabaruma,8.2,-59.7833,73.36,85,100,3.74,GY,1636498606
Lufilufi,-13.8745,-171.5986,83.98,75,40,9.6,WS,1636498607
Parabel',58.6978,81.4825,33.03,71,100,15.82,RU,1636498608
Wasilla,61.5814,-149.4394,22.95,74,1,3.0,US,1636498609
Bontang,0.1333,117.5,77.52,91,100,6.2,ID,1636498609
Hervey Bay,-25.2986,152.8535,80.71,87,94,10.89,AU,1636498610
Saint George,37.1041,-113.5841,72.07,29,85,1.01,US,1636498610
Rundu,-17.9333,19.7667,74.89,27,76,5.64,NA,1636498611
Kayanga,-1.5303,31.1511,59.07,75,79,2.44,TZ,1636498612
Whitehorse,60.7161,-135.0538,19.02,85,90,2.3,CA,1636498469
Timrå,62.487,17.3257,29.91,100,90,3.44,SE,1636498614
Lubyany,56.0378,51.4,33.44,73,99,14.25,RU,1636498614
Valadares,41.1474,-7.9812,54.48,76,0,4.5,PT,1636498615
Mizhhirya,48.5246,23.5056,35.1,88,14,2.15,UA,1636498615
Tual,-5.6667,132.75,82.92,76,36,2.82,ID,1636498616
Champerico,14.3,-91.9167,84.74,75,4,4.27,GT,1636498617
Siderno,38.2779,16.302,70.57,87,100,10.36,IT,1636498618
Ayagoz,47.9714,80.4392,9.39,87,11,3.4,KZ,1636498618
Fairbanks,64.8378,-147.7164,14.34,82,90,4.61,US,1636498503
Hong Kong,22.2855,114.1577,67.32,36,51,1.01,HK,1636498602
Leningradskiy,69.3833,178.4167,3.63,88,90,3.76,RU,1636498620
Port Blair,11.6667,92.75,81.81,82,75,10.98,IN,1636498620
Beloha,-25.1667,45.05,71.15,82,2,3.8,MG,1636498621
Altamont,42.2068,-121.7372,51.76,82,100,10.65,US,1636498622
Armidale,-30.5167,151.65,67.8,52,100,9.57,AU,1636498622
Kruisfontein,-34.0033,24.7314,53.73,78,38,3.24,ZA,1636498623
Dali,25.7,100.1833,47.39,91,19,0.56,CN,1636498624
Scarborough,54.2797,-0.4044,56.08,89,100,3.0,GB,1636498625
Buala,-8.145,159.5921,85.57,69,16,10.96,SB,1636498625
Onega,63.9061,38.1404,28.2,74,100,11.92,RU,1636498626
Coquimbo,-29.9533,-71.3436,62.33,72,20,10.36,CL,1636498543
Ambon City,-3.6954,128.1814,82.54,83,40,3.44,ID,1636498627
Los Llanos de Aridane,28.6585,-17.9182,65.95,80,75,9.22,ES,1636498628
Bowen,-20.0167,148.2333,86.22,79,84,10.94,AU,1636498629
Pervomayskoye,43.919,46.7102,51.44,89,100,6.8,RU,1636498629
Ancud,-41.8697,-73.8203,62.13,76,0,12.41,CL,1636498630
Makkah al Mukarramah,21.4267,39.8261,78.15,43,4,2.57,SA,1636498631
Zholymbet,51.7433,71.7122,31.78,63,59,17.52,KZ,1636498631
Rosetta,31.4044,30.4164,69.62,75,62,9.31,EG,1636498632
Bereda,43.2686,-7.5406,53.91,100,78,4.85,ES,1636498632
Ngemplak,-7.5497,110.7164,74.05,89,100,6.85,ID,1636498633
Chernyshevskiy,63.0128,112.4714,12.06,83,89,9.95,RU,1636498634
Tarakan,3.3,117.6333,76.5,94,75,2.3,ID,1636498634
Brigantine,39.4101,-74.3646,64.13,72,14,7.92,US,1636498635
Karasuk,53.7377,78.0403,32.27,62,85,14.83,RU,1636498636
Severnoye,56.3491,78.3619,33.01,76,85,14.99,RU,1636498636
Severodvinsk,64.5635,39.8302,19.51,72,100,12.24,RU,1636498637
Mae Hong Son,19.3003,97.9685,69.93,96,53,1.72,TH,1636498638
Lagoa,39.05,-27.9833,65.75,81,9,6.02,PT,1636498638
Matagami,49.7502,-77.6328,32.11,93,1,5.75,CA,1636498639
Naples,40.8333,14.25,68.05,79,0,5.99,IT,1636498478
Lexington,37.9887,-84.4777,62.6,54,93,8.66,US,1636498481
Abnūb,27.2696,31.1511,71.82,20,16,4.52,EG,1636498640
Pemangkat,1.1667,108.9667,77.47,89,92,6.44,ID,1636498641
Kailua,21.4022,-157.7394,85.06,69,98,10.47,US,1636498642
Kuminskiy,58.6667,66.5667,35.29,96,100,7.49,RU,1636498643
Acajutla,13.5928,-89.8275,82.36,60,5,3.13,SV,1636498643
Rocha,-34.4833,-54.3333,54.95,92,17,5.3,UY,1636498466
Ust-Tsilma,65.441,52.1498,14.0,95,39,3.06,RU,1636498510
Tarko-Sale,64.9225,77.785,19.15,95,100,18.23,RU,1636498645
Biak,-0.9131,122.8766,79.02,79,100,1.52,ID,1636498646
Port Keats,-14.25,129.55,87.44,65,15,10.22,AU,1636498646
Mocuba,-16.8392,36.9856,79.18,59,3,4.43,MZ,1636498647
Puerto Princesa City,9.7392,118.7353,81.01,84,100,8.25,PH,1636498648
Krasnosel'kup,65.7,82.4667,14.16,94,100,10.36,RU,1636498649
Hirara,24.8,125.2833,66.06,68,40,8.05,JP,1636498649
Arrondissement d'Arcachon,44.5875,-1.0519,37.72,93,0,2.3,FR,1636498650
Marsá Maţrūḩ,31.3525,27.2453,64.6,94,20,0.0,EG,1636498650
Ixtapa,20.7,-105.2,84.22,80,78,5.99,MX,1636498651
Yelizovo,53.1873,158.3805,28.54,59,75,6.71,RU,1636498652
Peleduy,59.6289,112.7406,23.83,93,100,9.46,RU,1636498652
Caucayá,-0.1934,-74.7819,74.62,98,100,2.84,CO,1636498654
Dalbeattie,54.9328,-3.8227,50.0,91,46,8.72,GB,1636498654
Mariehamn,60.0973,19.9348,46.26,93,90,12.66,AX,1636498655
Vila Velha,-20.3297,-40.2925,76.95,93,90,1.01,BR,1636498656
Kasongo,-4.45,26.6667,69.17,83,83,1.79,CD,1636498656
Zhangye,38.9342,100.4517,20.44,56,0,1.79,CN,1636498657
Aripuanã,-9.1667,-60.6333,74.93,93,74,1.79,BR,1636498658
Ol'ga,43.7444,135.2892,37.44,81,28,3.91,RU,1636498659
Sisimiut,66.9395,-53.6735,13.32,82,71,11.27,GL,1636498660
San Ignacio,17.1561,-89.0714,84.34,51,0,6.91,BZ,1636498661
Bonavista,48.6499,-53.1147,41.11,91,39,4.63,CA,1636498662
Nhulunbuy,-12.2333,136.7667,86.61,70,40,5.75,AU,1636498515
Wonthaggi,-38.6044,145.5913,54.93,91,100,8.25,AU,1636498663
Montivilliers,49.5452,0.1877,52.36,81,90,4.61,FR,1636498664
Caibarién,22.5206,-79.4669,74.26,68,28,11.1,CU,1636498664
Darhan,49.4867,105.9228,24.03,68,20,2.77,MN,1636498388
Pospelikha,51.95,81.7667,26.31,67,14,12.91,RU,1636498666
Paita,-5.0892,-81.1144,70.36,82,32,15.57,PE,1636498667
Alice Springs,-23.7,133.8833,65.75,100,90,5.75,AU,1636498453
Río Gallegos,-51.6226,-69.2181,84.25,5,0,26.46,AR,1636498612
Mildura,-34.2,142.15,57.16,88,90,11.5,AU,1636498669
Niono,14.2526,-5.993,83.43,19,83,11.77,ML,1636498458
Itoman,26.1247,127.6694,66.22,55,75,12.66,JP,1636498670
Carutapera,-1.195,-46.02,77.77,86,41,6.42,BR,1636498671
Qandala,11.472,49.8728,78.19,69,16,3.91,SO,1636498671
Necochea,-38.5473,-58.7368,55.85,87,13,9.93,AR,1636498672
Plouzané,48.3833,-4.6167,52.12,93,90,3.44,FR,1636498673
Auki,-8.7676,160.7034,86.18,63,4,3.87,SB,1636498674
Aksu,41.1231,80.2644,29.14,30,46,2.59,CN,1636498675
Simpang,-1.2667,104.0833,75.06,98,100,2.28,ID,1636498675
Maţāy,28.419,30.7792,70.99,28,10,7.52,EG,1636498676
Zhangjiakou,40.81,114.8794,26.94,80,12,9.71,CN,1636498676
Lavrentiya,65.5833,-171.0,10.63,76,5,5.5,RU,1636498677
Iqaluit,63.7506,-68.5145,11.93,85,75,11.99,CA,1636498678
Daru,-9.0763,143.2092,85.19,69,70,5.01,PG,1636498678
Harper,4.375,-7.7169,78.24,87,63,6.93,LR,1636498679
Uyuni,-20.4597,-66.825,56.43,9,67,12.55,BO,1636498680
College,64.8569,-147.8028,12.18,79,90,4.61,US,1636498681
Ţahţā,26.7693,31.5021,71.71,18,2,5.97,EG,1636498682
Adrar,20.5022,-10.0711,70.25,18,100,10.89,MR,1636498682
Bani Walid,31.7566,13.9942,68.09,60,71,5.53,LY,1636498683
Touros,-5.1989,-35.4608,81.5,75,35,12.84,BR,1636498507
Tobermory,45.2501,-81.6665,42.31,58,100,9.84,CA,1636498684
Charlestown,-32.95,151.6667,72.86,89,100,1.01,AU,1636498468
Pontes e Lacerda,-15.2261,-59.3353,75.69,91,100,2.1,BR,1636498685
Kajaani,64.2273,27.7285,32.05,100,90,11.5,FI,1636498686
Coahuayana Viejo,18.7333,-103.6833,83.89,70,15,5.1,MX,1636498687
Kremenki,54.885,37.1261,29.3,77,65,7.23,RU,1636498687
Sehithwa,-20.4667,22.7167,77.0,41,58,2.98,BW,1636498688
Saldanha,-33.0117,17.9442,55.45,83,3,10.92,ZA,1636498689
Mariental,-24.6333,17.9667,67.14,17,42,12.3,NA,1636498689
Yuanping,38.7153,112.7575,22.93,84,50,4.56,CN,1636498690
Tanout,14.9709,8.8879,82.58,15,0,7.61,NE,1636498690
Boguchany,58.3814,97.4531,29.53,93,100,8.21,RU,1636498691
Duluth,46.7833,-92.1066,51.28,38,1,13.8,US,1636498692
Khetri,27.9833,75.8,66.15,31,1,2.8,IN,1636498692
Guarapari,-20.6667,-40.4975,76.89,93,100,6.93,BR,1636498693
Naze,28.3667,129.4833,61.72,56,36,14.38,JP,1636498694
Vardø,70.3705,31.1107,25.0,90,100,20.2,NO,1636498694
Nantucket,41.2835,-70.0995,56.97,90,0,12.01,US,1636498695
Ramanathapuram,9.3833,78.8333,72.95,92,100,13.38,IN,1636498696
Maun,-19.9833,23.4167,80.56,36,0,4.61,BW,1636498696
Muyezerskiy,63.9333,31.65,29.93,93,100,14.99,RU,1636498697
Ola,59.5833,151.2833,10.09,76,8,7.38,RU,1636498698
Mampong,7.0627,-1.4001,71.37,95,91,0.96,GH,1636498698
Saiha,22.4833,92.9667,64.27,88,75,3.06,IN,1636498699
Dongying,37.4564,118.4856,37.44,71,0,9.8,CN,1636498700
Half Moon Bay,37.4636,-122.4286,65.79,86,75,1.01,US,1636498700
Manokwari,-0.8667,134.0833,81.36,78,74,2.64,ID,1636498701
Egvekinot,66.3167,-179.1667,10.69,85,51,6.29,RU,1636498702
Ulaanbaatar,47.9077,106.8832,5.13,85,0,4.47,MN,1636498702
Yokadouma,3.5167,15.05,71.44,90,93,0.67,CM,1636498703
Santa Marta,11.2408,-74.199,86.34,82,55,12.55,CO,1636498561
Dicabisagan,17.0818,122.4157,77.7,88,97,4.59,PH,1636498704
